,GDP,CPI,PPI,Interest,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Diluted EPS,MA30,MA7,Walmart,S&P500
2020-09-11,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.54080403645833,43.81799752371652,42.5045280456543,3340.969970703125
2020-09-12,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.59625358581543,43.54570933750698,42.5045280456543,3340.969970703125
2020-09-13,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.646521123250324,43.273421151297434,42.5045280456543,3340.969970703125
2020-09-14,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.6890151977539,43.00113296508789,42.69730758666992,3383.5400390625
2020-09-15,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.73793525695801,42.75638471330915,42.70975112915039,3401.199951171875
2020-09-16,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.787270100911456,42.70796857561384,42.367713928222656,3385.489990234375
2020-09-17,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.794110488891604,42.54672622680664,42.50142288208008,3357.010009765625
2020-09-18,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.81463228861491,42.54139709472656,42.06610870361328,3319.469970703125
2020-09-19,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.844481786092125,42.47876576014927,42.06610870361328,3319.469970703125
2020-09-20,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.893401590983075,42.41613442557199,42.06610870361328,3319.469970703125
2020-09-21,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.931335067749025,42.3535030909947,42.61956787109375,3281.06005859375
2020-09-22,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.98771718343099,42.34239741734096,43.00513458251953,3315.570068359375
2020-09-23,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.05695152282715,42.38459505353655,42.28377151489258,3236.919921875
2020-09-24,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.10524978637695,42.372603280203684,42.5045280456543,3246.590087890625
2020-09-25,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.16816202799479,42.373046875,42.6817741394043,3298.4599609375
2020-09-26,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.23625666300456,42.460999080113005,42.6817741394043,3298.4599609375
2020-09-27,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.24289080301921,42.548951285226,42.6817741394043,3298.4599609375
2020-09-28,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.2114870707194,42.63690349033901,42.67554473876953,3351.60009765625
2020-09-29,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.17987569173177,42.64490018572126,42.64134216308594,3335.469970703125
2020-09-30,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.14712422688802,42.59292984008789,43.502628326416016,3363.0
2020-10-01,0.39862310307296256,0.013910228912373812,-0.014616935483870996,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.158111063639325,42.7670522417341,44.488277435302734,3380.800048828125
2020-10-02,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.11136716206868,43.05044501168387,43.68607711791992,3348.419921875
2020-10-03,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.03695081075033,43.19391686575754,43.68607711791992,3348.419921875
2020-10-04,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.99507865905762,43.337388719831196,43.68607711791992,3348.419921875
2020-10-05,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.97092971801758,43.480860573904856,44.09028625488281,3408.60009765625
2020-10-06,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.9602544148763,43.68296650477818,43.72649383544922,3360.969970703125
2020-10-07,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.937452697753905,43.83798817225865,43.807334899902344,3419.43994140625
2020-10-08,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.917345682779946,43.881517682756694,43.95347213745117,3446.830078125
2020-10-09,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.947505950927734,43.80511692592076,44.3950080871582,3477.139892578125
2020-10-10,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,42.97745920817057,43.90639277866909,44.3950080871582,3477.139892578125
2020-10-11,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.03933525085449,44.00766863141741,44.3950080871582,3477.139892578125
2020-10-12,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.10235125223796,44.10894448416574,44.852073669433594,3534.219970703125
2020-10-13,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.1806027730306,44.21777125767299,45.46772384643555,3511.929931640625
2020-10-14,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.27937596638997,44.46651840209961,44.75567626953125,3488.669921875
2020-10-15,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.347988255818684,44.60199574061802,44.93913269042969,3483.340087890625
2020-10-16,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.42230097452799,44.74280439104353,44.995113372802734,3483.81005859375
2020-10-17,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.509880956013994,44.82853371756418,44.995113372802734,3483.81005859375
2020-10-18,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.59300397237142,44.91426304408482,44.995113372802734,3483.81005859375
2020-10-19,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.6906374613444,44.99999237060547,44.44785690307617,3426.919921875
2020-10-20,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.770029067993164,44.942247118268696,44.743255615234375,3443.1201171875
2020-10-21,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.85926729838054,44.83875165666853,44.898712158203125,3435.56005859375
2020-10-22,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.93523877461751,44.85918535505022,44.634422302246094,3453.489990234375
2020-10-23,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,43.98954836527506,44.81565529959543,44.72770309448242,3465.389892578125
2020-10-24,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,44.07101275126139,44.77745383126395,44.72770309448242,3465.389892578125
2020-10-25,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,44.14511858622233,44.739252362932476,44.72770309448242,3465.389892578125
2020-10-26,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,44.21331621805827,44.701050894601,44.20222473144531,3400.969970703125
2020-10-27,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,44.263997904459636,44.66596058436802,44.42299270629883,3390.679931640625
2020-10-28,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,44.32203852335612,44.620208740234375,43.54304885864258,3271.030029296875
2020-10-29,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,44.35095532735189,44.426542554582866,43.50572204589844,3310.110107421875
2020-10-30,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,44.379767990112306,44.26529966081892,43.14194107055664,3269.9599609375
2020-10-31,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,24.57,7.58,13.24,10.72,25.45,6.41,4.4,6.46,6.28,4.67,4.7,4.7,25.53,23.61,18.77,0.76,44.36774508158366,44.03876222882952,43.14194107055664,3269.9599609375
2020-11-01,0.07242124517963511,0.012303863428671624,-0.010574018126888185,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.322867202758786,43.81222479684012,43.14194107055664,3269.9599609375
2020-11-02,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.30472933451335,43.58568736485073,43.65497970581055,3310.239990234375
2020-11-03,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.3036927541097,43.50750950404576,44.3950080871582,3369.159912109375
2020-11-04,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.327323786417644,43.50351170131138,44.14004135131836,3443.43994140625
2020-11-05,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.32898228963216,43.58879634312221,44.60954666137695,3510.449951171875
2020-11-06,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.35841738382975,43.746485573904856,45.32468795776367,3509.43994140625
2020-11-07,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.4089958190918,44.058306557791575,45.32468795776367,3509.43994140625
2020-11-08,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.45470301310221,44.37012754167829,45.32468795776367,3509.43994140625
2020-11-09,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.4856923421224,44.68194852556501,44.631309509277344,3550.5
2020-11-10,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.49356905619303,44.821424211774556,45.259395599365234,3545.530029296875
2020-11-11,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.522381973266604,44.944908142089844,46.01185607910156,3572.659912109375
2020-11-12,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.5610413869222,45.21231024605887,46.0895881652832,3537.010009765625
2020-11-13,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.581770197550455,45.42374474661691,46.80784225463867,3585.14990234375
2020-11-14,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.65017573038737,45.635623931884766,46.80784225463867,3585.14990234375
2020-11-15,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.71246604919433,45.84750311715262,46.80784225463867,3585.14990234375
2020-11-16,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.77289034525553,46.05938230242048,47.39860534667969,3626.909912109375
2020-11-17,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.853006744384764,46.45471027919224,46.44404983520508,3609.530029296875
2020-11-18,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.90130462646484,46.62394659859793,46.35698699951172,3567.7900390625
2020-11-19,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,44.96494229634603,46.67325101579939,47.29911422729492,3581.8701171875
2020-11-20,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.08,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,45.05013758341472,46.846040453229634,46.71455764770508,3557.5400390625
2020-11-21,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.08,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,45.110665766398114,46.83271408081055,46.71455764770508,3557.5400390625
2020-11-22,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.08,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,45.18000361124675,46.81938770839146,46.71455764770508,3557.5400390625
2020-11-23,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.08,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,45.24623209635417,46.80606133597238,46.929100036621094,3577.590087890625
2020-11-24,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.08,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,45.31961199442546,46.73898914882115,47.06281280517578,3635.409912109375
2020-11-25,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.08,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,45.3974489847819,46.827383858816965,47.20894241333008,3629.64990234375
2020-11-26,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.08,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,45.497672907511394,46.94909177507673,47.20894241333008,3629.64990234375
2020-11-27,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.08,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,45.59053789774577,46.93621008736746,47.13743209838867,3638.35009765625
2020-11-28,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.08,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,45.71035067240397,46.99662072317941,47.13743209838867,3638.35009765625
2020-11-29,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.08,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,45.831407674153645,47.05703135899135,47.13743209838867,3638.35009765625
2020-11-30,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.08,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,45.96459070841471,47.11744199480329,47.5074348449707,3621.6298828125
2020-12-01,0.07242124517963511,0.011757452138405844,-0.0035175879396984744,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.11010716756185,47.20006125313895,47.46079635620117,3662.449951171875
2020-12-02,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.254069010416664,47.25691604614258,46.801612854003906,3669.010009765625
2020-12-03,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.358956782023114,47.19872610909598,46.422279357910156,3666.719970703125
2020-12-04,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.42653249104818,47.08634567260742,46.30101776123047,3699.1201171875
2020-12-05,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.49856503804525,46.96685791015625,46.30101776123047,3699.1201171875
2020-12-06,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.55494740804036,46.84737014770508,46.30101776123047,3699.1201171875
2020-12-07,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.58749173482259,46.727882385253906,46.052268981933594,3691.9599609375
2020-12-08,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.61174443562825,46.520001547677175,46.46891784667969,3702.25
2020-12-09,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.649885431925455,46.378304617745535,46.102020263671875,3672.820068359375
2020-12-10,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.69890912373861,46.27836281912668,45.88669204711914,3668.10009765625
2020-12-11,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.7198190053304,46.201850346156526,45.87421798706055,3663.4599609375
2020-12-12,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.715231068929036,46.14087894984654,45.87421798706055,3663.4599609375
2020-12-13,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.70805206298828,46.07990755353655,45.87421798706055,3663.4599609375
2020-12-14,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.67693125406901,46.01893615722656,45.452919006347656,3647.489990234375
2020-12-15,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.631767145792644,45.933314732142854,45.43107986450195,3694.6201171875
2020-12-16,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.58587506612142,45.785052163260325,45.38425827026367,3701.169921875
2020-12-17,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.51873016357422,45.68251473563058,45.593353271484375,3722.47998046875
2020-12-18,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.490373611450195,45.64060919625418,45.54654312133789,3709.409912109375
2020-12-19,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.463358815511064,45.59379850115095,45.54654312133789,3709.409912109375
2020-12-20,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.40493977864583,45.54698780604771,45.54654312133789,3709.409912109375
2020-12-21,0.07242124517963511,0.013204191315779434,0.007537688442211143,0.09,25.79,8.05,14.09,10.88,25.51,6.35,4.29,15.78,5.28,3.86,3.81,3.81,26.9,29.79,18.11,0.6,46.366005961100264,45.50017711094448,45.55278396606445,3694.919921875
